observation_id,scenario_id,event_id,proposition,value,source_artifact_id,source_uri,source_hash,source_timestamp,confidence,observation_status,notes
OBS-ghost_logger-EVT-GL-014H-csaf_reference,ghost_logger,EVT-GL-014H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-014H-execution_observed,ghost_logger,EVT-GL-014H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-014H-reachability_confirmed,ghost_logger,EVT-GL-014H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-014H-telemetry_reference,ghost_logger,EVT-GL-014H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-014H-asset_criticality,ghost_logger,EVT-GL-014H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-014H-deployment_scope,ghost_logger,EVT-GL-014H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-014H-mitigation_status,ghost_logger,EVT-GL-014H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-product_id,ghost_logger,EVT-GL-020H,product_id,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-product_version,ghost_logger,EVT-GL-020H,product_version,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-product_purl,ghost_logger,EVT-GL-020H,product_purl,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-sbom_reference,ghost_logger,EVT-GL-020H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-primary_identifier,ghost_logger,EVT-GL-020H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-matching_method,ghost_logger,EVT-GL-020H,matching_method,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-identity_confidence,ghost_logger,EVT-GL-020H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-cve_id,ghost_logger,EVT-GL-020H,cve_id,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-cisa_kev_status,ghost_logger,EVT-GL-020H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-epss_percentile,ghost_logger,EVT-GL-020H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-csaf_vex_status,ghost_logger,EVT-GL-020H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-csaf_reference,ghost_logger,EVT-GL-020H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-execution_observed,ghost_logger,EVT-GL-020H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-reachability_confirmed,ghost_logger,EVT-GL-020H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-telemetry_reference,ghost_logger,EVT-GL-020H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-asset_criticality,ghost_logger,EVT-GL-020H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-deployment_scope,ghost_logger,EVT-GL-020H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-020H-mitigation_status,ghost_logger,EVT-GL-020H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-product_id,ghost_logger,EVT-GL-072H,product_id,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-product_version,ghost_logger,EVT-GL-072H,product_version,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-product_purl,ghost_logger,EVT-GL-072H,product_purl,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-sbom_reference,ghost_logger,EVT-GL-072H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-primary_identifier,ghost_logger,EVT-GL-072H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-matching_method,ghost_logger,EVT-GL-072H,matching_method,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-identity_confidence,ghost_logger,EVT-GL-072H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-cve_id,ghost_logger,EVT-GL-072H,cve_id,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-cisa_kev_status,ghost_logger,EVT-GL-072H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-epss_percentile,ghost_logger,EVT-GL-072H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-csaf_vex_status,ghost_logger,EVT-GL-072H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-csaf_reference,ghost_logger,EVT-GL-072H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-execution_observed,ghost_logger,EVT-GL-072H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-reachability_confirmed,ghost_logger,EVT-GL-072H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-telemetry_reference,ghost_logger,EVT-GL-072H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-asset_criticality,ghost_logger,EVT-GL-072H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-deployment_scope,ghost_logger,EVT-GL-072H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-ghost_logger-EVT-GL-072H-mitigation_status,ghost_logger,EVT-GL-072H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-product_id,false_comfort,EVT-FC-002H,product_id,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-product_version,false_comfort,EVT-FC-002H,product_version,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-product_purl,false_comfort,EVT-FC-002H,product_purl,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-sbom_reference,false_comfort,EVT-FC-002H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-primary_identifier,false_comfort,EVT-FC-002H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-matching_method,false_comfort,EVT-FC-002H,matching_method,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-identity_confidence,false_comfort,EVT-FC-002H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-cve_id,false_comfort,EVT-FC-002H,cve_id,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-cisa_kev_status,false_comfort,EVT-FC-002H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-epss_percentile,false_comfort,EVT-FC-002H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-csaf_vex_status,false_comfort,EVT-FC-002H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-csaf_reference,false_comfort,EVT-FC-002H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-execution_observed,false_comfort,EVT-FC-002H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-reachability_confirmed,false_comfort,EVT-FC-002H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-telemetry_reference,false_comfort,EVT-FC-002H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-asset_criticality,false_comfort,EVT-FC-002H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-deployment_scope,false_comfort,EVT-FC-002H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-002H-mitigation_status,false_comfort,EVT-FC-002H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-product_id,false_comfort,EVT-FC-008H,product_id,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-product_version,false_comfort,EVT-FC-008H,product_version,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-product_purl,false_comfort,EVT-FC-008H,product_purl,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-sbom_reference,false_comfort,EVT-FC-008H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-primary_identifier,false_comfort,EVT-FC-008H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-matching_method,false_comfort,EVT-FC-008H,matching_method,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-identity_confidence,false_comfort,EVT-FC-008H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-cve_id,false_comfort,EVT-FC-008H,cve_id,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-cisa_kev_status,false_comfort,EVT-FC-008H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-epss_percentile,false_comfort,EVT-FC-008H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-csaf_vex_status,false_comfort,EVT-FC-008H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-csaf_reference,false_comfort,EVT-FC-008H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-execution_observed,false_comfort,EVT-FC-008H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-reachability_confirmed,false_comfort,EVT-FC-008H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-telemetry_reference,false_comfort,EVT-FC-008H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-asset_criticality,false_comfort,EVT-FC-008H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-deployment_scope,false_comfort,EVT-FC-008H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-008H-mitigation_status,false_comfort,EVT-FC-008H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-product_id,false_comfort,EVT-FC-012H,product_id,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-product_version,false_comfort,EVT-FC-012H,product_version,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-product_purl,false_comfort,EVT-FC-012H,product_purl,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-sbom_reference,false_comfort,EVT-FC-012H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-primary_identifier,false_comfort,EVT-FC-012H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-matching_method,false_comfort,EVT-FC-012H,matching_method,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-identity_confidence,false_comfort,EVT-FC-012H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-cve_id,false_comfort,EVT-FC-012H,cve_id,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-cisa_kev_status,false_comfort,EVT-FC-012H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-epss_percentile,false_comfort,EVT-FC-012H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-csaf_vex_status,false_comfort,EVT-FC-012H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-csaf_reference,false_comfort,EVT-FC-012H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-execution_observed,false_comfort,EVT-FC-012H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-reachability_confirmed,false_comfort,EVT-FC-012H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-telemetry_reference,false_comfort,EVT-FC-012H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-asset_criticality,false_comfort,EVT-FC-012H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-deployment_scope,false_comfort,EVT-FC-012H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-012H-mitigation_status,false_comfort,EVT-FC-012H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-product_id,false_comfort,EVT-FC-072H,product_id,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-product_version,false_comfort,EVT-FC-072H,product_version,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-product_purl,false_comfort,EVT-FC-072H,product_purl,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-sbom_reference,false_comfort,EVT-FC-072H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-primary_identifier,false_comfort,EVT-FC-072H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-matching_method,false_comfort,EVT-FC-072H,matching_method,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-identity_confidence,false_comfort,EVT-FC-072H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-cve_id,false_comfort,EVT-FC-072H,cve_id,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-cisa_kev_status,false_comfort,EVT-FC-072H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-epss_percentile,false_comfort,EVT-FC-072H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-csaf_vex_status,false_comfort,EVT-FC-072H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-csaf_reference,false_comfort,EVT-FC-072H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-execution_observed,false_comfort,EVT-FC-072H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-reachability_confirmed,false_comfort,EVT-FC-072H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-telemetry_reference,false_comfort,EVT-FC-072H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-asset_criticality,false_comfort,EVT-FC-072H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-deployment_scope,false_comfort,EVT-FC-072H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-false_comfort-EVT-FC-072H-mitigation_status,false_comfort,EVT-FC-072H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-product_id,false_comfort_control,EVT-FCC-002H,product_id,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-product_version,false_comfort_control,EVT-FCC-002H,product_version,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-product_purl,false_comfort_control,EVT-FCC-002H,product_purl,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-sbom_reference,false_comfort_control,EVT-FCC-002H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-primary_identifier,false_comfort_control,EVT-FCC-002H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-matching_method,false_comfort_control,EVT-FCC-002H,matching_method,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-identity_confidence,false_comfort_control,EVT-FCC-002H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-cve_id,false_comfort_control,EVT-FCC-002H,cve_id,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-cisa_kev_status,false_comfort_control,EVT-FCC-002H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-epss_percentile,false_comfort_control,EVT-FCC-002H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-csaf_vex_status,false_comfort_control,EVT-FCC-002H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-csaf_reference,false_comfort_control,EVT-FCC-002H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-execution_observed,false_comfort_control,EVT-FCC-002H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-reachability_confirmed,false_comfort_control,EVT-FCC-002H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-telemetry_reference,false_comfort_control,EVT-FCC-002H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-asset_criticality,false_comfort_control,EVT-FCC-002H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-deployment_scope,false_comfort_control,EVT-FCC-002H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-false_comfort_control-EVT-FCC-002H-mitigation_status,false_comfort_control,EVT-FCC-002H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-product_id,operational_outlier,EVT-OO-002H,product_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-product_version,operational_outlier,EVT-OO-002H,product_version,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-product_purl,operational_outlier,EVT-OO-002H,product_purl,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-sbom_reference,operational_outlier,EVT-OO-002H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-primary_identifier,operational_outlier,EVT-OO-002H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-matching_method,operational_outlier,EVT-OO-002H,matching_method,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-identity_confidence,operational_outlier,EVT-OO-002H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-cve_id,operational_outlier,EVT-OO-002H,cve_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-cisa_kev_status,operational_outlier,EVT-OO-002H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-epss_percentile,operational_outlier,EVT-OO-002H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-csaf_vex_status,operational_outlier,EVT-OO-002H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-csaf_reference,operational_outlier,EVT-OO-002H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-execution_observed,operational_outlier,EVT-OO-002H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-reachability_confirmed,operational_outlier,EVT-OO-002H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-telemetry_reference,operational_outlier,EVT-OO-002H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-asset_criticality,operational_outlier,EVT-OO-002H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-deployment_scope,operational_outlier,EVT-OO-002H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-002H-mitigation_status,operational_outlier,EVT-OO-002H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-product_id,operational_outlier,EVT-OO-006H,product_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-product_version,operational_outlier,EVT-OO-006H,product_version,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-product_purl,operational_outlier,EVT-OO-006H,product_purl,,,,,,,NOT_REVIEWED,
